observationAbout,observationDate,value,variableMeasured,unit,scalingFactor,measurementMethod,MeasurementPeriod
wikidataId/Q1174,2024,2582,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1177,2023,2631,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1177,2023,2667,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1177,2024,2634,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1177,2024,2730,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1177,2023,2822,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1177,2023,2917,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1177,2024,2819,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1177,2024,2976,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1184,2023,2087,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1184,2023,2227,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1184,2024,2056,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1184,2024,2165,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1184,2023,2275,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1184,2023,2464,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1184,2024,2231,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1184,2024,2379,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1185,2023,2327,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1185,2023,2357,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1185,2024,2202,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1185,2024,2289,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1185,2023,2475,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1185,2023,2605,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1185,2024,2338,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1185,2024,2517,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1186,2023,2022,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1186,2023,2010,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1186,2024,2121,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1186,2024,2104,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1186,2023,2199,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1186,2023,2278,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1186,2024,2292,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1186,2024,2385,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1188,2023,2141,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1188,2023,2107,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1188,2024,2089,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1188,2024,2088,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1188,2023,2305,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1188,2023,2334,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1188,2024,2248,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1188,2024,2307,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1191,2023,2118,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1191,2023,2179,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1191,2024,2072,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1191,2024,2110,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1191,2023,2271,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1191,2023,2403,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1191,2024,2212,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1191,2024,2321,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1193,2023,2205,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1193,2023,2184,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1193,2024,2235,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1193,2024,2333,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1193,2023,2352,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1193,2023,2433,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1193,2024,2389,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1193,2024,2606,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1195,2023,1822,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1195,2023,2037,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1195,2024,1895,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1195,2024,2114,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1195,2023,2017,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1195,2023,2265,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1195,2024,2087,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1195,2024,2339,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1502,2023,2300,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1502,2023,2487,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1502,2024,2233,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1502,2024,2444,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1502,2023,2416,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1502,2023,2724,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1502,2024,2343,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1502,2024,2686,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1599,2023,1948,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1599,2023,2201,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1599,2024,1963,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1599,2024,2196,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1599,2023,2072,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1599,2023,2388,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1599,2024,2092,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1599,2024,2399,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q22048,2023,2301,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q22048,2023,2319,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q22048,2024,2357,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q22048,2024,2406,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q22048,2023,2481,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q22048,2023,2558,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q22048,2024,2552,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q22048,2024,2653,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q22424,2023,2305,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q22424,2023,2289,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q22424,2024,2300,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q22424,2024,2365,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q22424,2023,2449,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q22424,2023,2511,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q22424,2024,2440,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q22424,2024,2595,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1437,2023,2366,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1437,2023,2335,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1437,2024,2403,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1437,2024,2364,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1437,2023,2576,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1437,2023,2591,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1437,2024,2628,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1437,2024,2621,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1505,2023,2543,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1505,2023,2918,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1505,2024,3052,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1505,2024,3341,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1505,2023,2635,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1505,2023,3162,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1505,2024,3178,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1505,2024,3627,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1445,2023,2216,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1445,2023,2313,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1445,2024,2203,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1445,2024,2304,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1445,2023,2372,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1445,2023,2568,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1445,2024,2354,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1445,2024,2540,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q677037,2023,2299,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q677037,2023,2367,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q677037,2024,2379,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q677037,2024,2455,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q677037,2023,2453,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q677037,2023,2602,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q677037,2024,2541,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q677037,2024,2699,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1363,2023,2492,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1363,2023,2613,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1363,2024,2476,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1363,2024,2592,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1363,2023,2649,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1363,2023,2872,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1363,2024,2656,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1363,2024,2872,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1498,2023,2118,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1498,2023,2084,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1498,2024,2086,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1498,2024,2080,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1498,2023,2296,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1498,2023,2305,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1498,2024,2258,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1498,2024,2303,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1499,2023,2256,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1499,2023,2259,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1499,2024,2253,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1499,2024,2291,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1499,2023,2426,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1499,2023,2480,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1499,2024,2417,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1499,2024,2523,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1356,2023,2362,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1356,2023,2284,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1356,2024,2278,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1356,2024,2199,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q1356,2023,2524,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1356,2023,2527,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1356,2024,2438,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q1356,2024,2429,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q40888,2023,2198,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q40888,2023,2324,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q40888,2024,2344,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q40888,2024,2397,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q40888,2023,2331,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q40888,2023,2509,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q40888,2024,2460,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q40888,2024,2623,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q120971341,2023,2362,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q120971341,2023,2672,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q120971341,2024,2410,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q120971341,2024,2712,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q120971341,2023,2507,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q120971341,2023,2876,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q120971341,2024,2558,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q120971341,2024,2991,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q77997266,2023,2092,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q77997266,2023,2497,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q77997266,2024,2255,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q77997266,2024,2469,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q77997266,2023,2196,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q77997266,2023,2631,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q77997266,2024,2397,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q77997266,2024,2673,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q66278313,2023,2378,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q66278313,2023,2405,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q66278313,2024,2436,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q66278313,2024,2325,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q66278313,2023,2560,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q66278313,2023,2650,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q66278313,2024,2612,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q66278313,2024,2589,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q200667,2023,2147,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q200667,2023,2550,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q200667,2024,2390,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q200667,2024,2676,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_Person,KiloCalorie,,,
wikidataId/Q200667,2023,2269,Daily_Mean_DietaryIntake_Energy_Rural_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
wikidataId/Q200667,2023,2722,Daily_Mean_DietaryIntake_Energy_Urban_AsAFractionOf_Count_ConsumerUnit,KiloCalorie,,,
